id,observed_on,time_observed_at,user_id,user_name,quality_grade,num_identification_agreements,num_identification_disagreements,latitude,longitude,positional_accuracy,place_town_name,place_county_name,species_guess,scientific_name,common_name,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name,name_en
171375169,2020-02-22,2020-02-22 05:01:43 UTC,7117867,Ahmad Faiz Mustafa,research,2,0,13.0221617451,77.6357138157,244,,Bangalore,Delta pyriforme,Delta pyriforme,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Delta,,Delta pyriforme,,,,,Kacharkanahalli
193044996,2020-07-07,2020-07-06 19:37:00 UTC,1121466,Alfred Daniel J,research,2,0,13.0169513,77.5670914,232,,Bangalore,Paraleptomenes humbertianus,Paraleptomenes humbertianus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Paraleptomenes,,Paraleptomenes humbertianus,,,,,Aramane Nagara
193044999,2020-07-09,2020-07-08 18:45:00 UTC,1121466,Alfred Daniel J,research,1,0,13.0169513,77.5670914,232,,Bangalore,Paraleptomenes humbertianus,Paraleptomenes humbertianus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Paraleptomenes,,Paraleptomenes humbertianus,,,,,Aramane Nagara
193045042,2020-07-02,2020-07-02 17:44:00 UTC,1121466,Alfred Daniel J,research,2,0,13.0169513,77.5670914,232,,Bangalore,Phimenes flavopictus,Phimenes flavopictus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Phimenes,,Phimenes flavopictus,,,,,Aramane Nagara
67698906,2021-01-07,2021-01-07 07:17:12 UTC,3388898,Rajiv R,research,1,0,12.975107372,77.5834586844,207,,Bangalore,Phimenes flavopictus flavopictus,Phimenes flavopictus flavopictus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Phimenes,,Phimenes flavopictus,,Phimenes flavopictus flavopictus,,,Sampangiram Nagar
68539651,2021-01-24,2021-01-24 05:23:13 UTC,2468551,Chandu Bandi,research,2,0,12.9116754722,77.6734168611,,,Bangalore,Phimenes flavopictus flavopictus,Phimenes flavopictus flavopictus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Phimenes,,Phimenes flavopictus,,Phimenes flavopictus flavopictus,,,Bellanduru
69209629,2021-01-22,2021-01-22 06:46:27 UTC,2025878,Ashwin Viswanathan,research,4,0,13.0673999722,77.5723229722,,,Bangalore,Phimenes flavopictus,Phimenes flavopictus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Phimenes,,Phimenes flavopictus,,,,,Byatarayanapura
69357494,2021-02-10,2021-02-10 04:12:54 UTC,258303,Subbu Ramanathan,research,2,0,12.8792988448,77.5297276676,174,,Bangalore,Ropalidia marginata,Ropalidia marginata,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia marginata,,,,,Hemmigepura
69484846,2021-02-13,2021-02-13 02:50:35 UTC,526816,,research,1,0,12.9232717894,77.5826865435,8,,Bangalore,熱帶胡蜂,Vespa tropica,Greater Banded Hornet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,,,Vespa,,Vespa tropica,,,,,Shakambari Nagar
69770786,2021-01-23,2021-01-23 05:16:00 UTC,2499841,kiranotsarg,research,1,0,13.020075,77.5682833333,10,,Bangalore,Ropalidia stigma,Ropalidia stigma,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia stigma,,,,,Aramane Nagara
69775096,2021-02-06,2021-02-06 05:02:00 UTC,2499841,kiranotsarg,research,2,0,13.0132416667,77.5676944444,10,,Bangalore,Delta pyriforme pyriforme,Delta pyriforme pyriforme,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Delta,,Delta pyriforme,,Delta pyriforme pyriforme,,,Aramane Nagara
69807958,2021-02-19,2021-02-19 10:08:36 UTC,3248328,,research,1,0,13.065227,77.648066,,,Bangalore,Phimenes flavopictus flavopictus,Phimenes flavopictus flavopictus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Phimenes,,Phimenes flavopictus,,Phimenes flavopictus flavopictus,,,Horamavu
69934274,2021-02-21,2021-02-21 06:31:00 UTC,748483,Prashanth,research,3,0,12.9248533707,77.5878648233,8,,Bangalore,Phimenes flavopictus,Phimenes flavopictus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Phimenes,,Phimenes flavopictus,,,,,Shakambari Nagar
70196285,2021-02-26,2021-02-26 04:16:52 UTC,3833295,Anuraag Jonnalagadda,research,2,0,12.8936320546,77.6036734879,252,,Bangalore,Delta pyriforme pyriforme,Delta pyriforme pyriforme,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Delta,,Delta pyriforme,,Delta pyriforme pyriforme,,,Bilekhalli
70298238,2021-02-28,2021-02-28 03:56:00 UTC,622853,Dhruthi Somesh,research,3,0,12.9370712,77.5859861,211,,Bangalore,Ropalidia marginata,Ropalidia marginata,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia marginata,,,,,Vishveshwara Puram
70605528,2021-03-05,2021-03-05 12:40:32 UTC,2801703,Vaidya R,research,1,0,12.9656138889,77.4962777778,,,Bangalore,Tropical Paper Wasp,Polistes stigma,Tropical Paper Wasp,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Polistini,,Polistes,,Polistes stigma,,,,,Ullalu
71125561,2021-03-13,2021-03-13 12:23:36 UTC,2801703,Vaidya R,research,2,0,12.9649972222,77.4966472222,,,Bangalore,Ropalidia cyathiformis,Ropalidia cyathiformis,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia cyathiformis,,,,,Ullalu
71197464,2021-03-13,2021-03-13 10:48:00 UTC,3396818,Thomas Job,research,3,0,12.9052013,77.6865383,747,,Bangalore,Ropalidia marginata,Ropalidia marginata,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia marginata,,,,,Bellanduru
71202345,2021-03-12,2021-03-12 07:18:00 UTC,258303,Subbu Ramanathan,research,1,0,12.878924,77.5300912,208,,Bangalore,Ropalidia stigma,Ropalidia stigma,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia stigma,,,,,Hemmigepura
71226312,2021-03-13,2021-03-13 12:11:00 UTC,2468551,Chandu Bandi,research,2,0,12.9142539355,77.6726117145,31,,Bangalore,Vespa tropica,Vespa tropica,Greater Banded Hornet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,,,Vespa,,Vespa tropica,,,,,Bellanduru
71434056,2021-03-06,2021-03-06 04:17:00 UTC,2499841,kiranotsarg,research,3,0,13.0170361111,77.5598444444,10,,Bangalore,Phimenes flavopictus,Phimenes flavopictus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Phimenes,,Phimenes flavopictus,,,,,Kadu Malleshwar Ward
71923425,2021-03-22,2021-03-22 02:45:53 UTC,3248328,,research,3,0,13.0651019722,77.647923,,,Bangalore,Lesser Banded Hornet,Vespa affinis,Lesser Banded Hornet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,,,Vespa,,Vespa affinis,,,,,Horamavu
71930284,2021-03-23,2021-03-23 12:39:06 UTC,2468551,Chandu Bandi,research,5,0,12.9066015,77.6771603889,,,Bangalore,Phimenes flavopictus,Phimenes flavopictus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Phimenes,,Phimenes flavopictus,,,,,Bellanduru
71930442,2021-03-23,2021-03-23 12:37:28 UTC,2468551,Chandu Bandi,research,2,0,12.9066162778,77.6771970833,,,Bangalore,Tropical Paper Wasp,Polistes stigma,Tropical Paper Wasp,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Polistini,,Polistes,,Polistes stigma,,,,,Bellanduru
72004784,2021-03-05,2021-03-05 03:16:25 UTC,3419282,Arush Meundi,research,1,0,12.9065512,77.5868336,13,,Bangalore,黃腰胡蜂,Vespa affinis,Lesser Banded Hornet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,,,Vespa,,Vespa affinis,,,,,Sarakki
72147987,2021-03-27,2021-03-27 06:34:38 UTC,2468551,Chandu Bandi,research,2,0,12.9523326111,77.5835619167,,,Bangalore,Ropalidia cyathiformis,Ropalidia cyathiformis,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia cyathiformis,,,,,Vishveshwara Puram
72250450,2021-03-27,2021-03-27 02:31:00 UTC,1994084,Subhadra Devi,research,2,0,13.1158554098,77.5890279728,481,,Bangalore,Delta pyriforme pyriforme,Delta pyriforme pyriforme,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Delta,,Delta pyriforme,,Delta pyriforme pyriforme,,,Kempegowda Ward
72504824,2021-03-31,2021-03-31 03:20:45 UTC,3248328,,research,1,0,13.0649479722,77.6480119722,,,Bangalore,Rhynchium brunneum,Rhynchium brunneum,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Rhynchium,,Rhynchium brunneum,,,,,Horamavu
72591260,2021-03-16,2021-03-16 08:27:00 UTC,2499841,kiranotsarg,research,2,0,13.0190611111,77.5626055556,10,,Bangalore,Delta pyriforme pyriforme,Delta pyriforme pyriforme,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Delta,,Delta pyriforme,,Delta pyriforme pyriforme,,,Aramane Nagara
72982127,2021-04-05,2021-04-05 03:55:30 UTC,258303,Subbu Ramanathan,research,3,0,12.8790739779,77.5303482637,392,,Bangalore,Delta conoideum,Delta conoideum,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Delta,,Delta conoideum,,,,,Hemmigepura
74117416,2021-04-16,2021-04-16 05:54:32 UTC,3248328,,research,1,0,13.0649899722,77.6479899722,,,Bangalore,Phimenes flavopictus flavopictus,Phimenes flavopictus flavopictus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Phimenes,,Phimenes flavopictus,,Phimenes flavopictus flavopictus,,,Horamavu
74510346,2021-03-12,2021-03-12 07:15:00 UTC,3396818,Thomas Job,research,4,0,12.9052013,77.6865383,747,,Bangalore,Delta conoideum,Delta conoideum,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Delta,,Delta conoideum,,,,,Bellanduru
75394726,2021-04-27,2021-04-27 03:45:17 UTC,3567758,Dr. Prashanth R Reddy,research,3,0,12.9123994581,77.6500877738,19,,Bangalore,Ropalidia marginata,Ropalidia marginata,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia marginata,,,,,Ibluru
76059451,2021-05-01,2021-05-01 12:29:31 UTC,3248328,,research,1,0,13.06508,77.648185,,,Bangalore,Lesser Banded Hornet,Vespa affinis,Lesser Banded Hornet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,,,Vespa,,Vespa affinis,,,,,Horamavu
77456622,2021-05-01,2021-05-01 14:49:00 UTC,700759,Vena Kapoor,research,2,0,13.0704009,77.5771658,454,,Bangalore,Ropalidia marginata,Ropalidia marginata,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia marginata,,,,,Byatarayanapura
78046713,2021-05-05,2021-05-05 08:15:00 UTC,3396818,Thomas Job,research,3,0,12.9052013,77.6865383,747,,Bangalore,Paraleptomenes miniatus,Paraleptomenes miniatus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Paraleptomenes,,Paraleptomenes miniatus,,,,,Bellanduru
78858140,2021-05-15,2021-05-15 08:33:42 UTC,202610,Bijoy Venugopal,research,2,0,12.9283716667,77.6793583333,14,,Bangalore,Ropalidia marginata,Ropalidia marginata,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia marginata,,,,,Bellanduru
78972622,2021-04-13,2021-04-13 12:15:25 UTC,700759,Vena Kapoor,research,1,0,13.0631563443,77.6206766814,750,,Bangalore,Tropical Paper Wasp,Polistes stigma,Tropical Paper Wasp,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Polistini,,Polistes,,Polistes stigma,,,,,Thanisandra
79783874,2021-05-19,2021-05-19 14:47:00 UTC,657825,Vasudeesha Hosabettu,research,3,0,13.0647983101,77.5853280069,87,,Bangalore,Ropalidia brevita,Ropalidia,Small Brown Paper Wasps,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,,,,,,Byatarayanapura
79944277,2021-05-23,2021-05-23 11:56:46 UTC,2801703,Vaidya R,research,1,0,12.9655,77.4962444444,,,Bangalore,Tropical Paper Wasp,Polistes stigma,Tropical Paper Wasp,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Polistini,,Polistes,,Polistes stigma,,,,,Ullalu
80461252,2021-05-27,2021-05-27 09:39:25 UTC,3114985,,research,3,0,12.9684716667,77.6854866667,14,,Bangalore,Phimenes flavopictus,Phimenes flavopictus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Phimenes,,Phimenes flavopictus,,,,,Vijnana Nagar
80922545,2021-03-20,2021-03-20 03:31:05 UTC,2985129,,research,1,0,13.0447066012,77.5841606858,162,,Bangalore,Greater Banded Hornet,Vespa tropica,Greater Banded Hornet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,,,Vespa,,Vespa tropica,,,,,Hebbal Kempapura
81151915,2021-06-01,2021-06-01 08:46:25 UTC,3114985,,research,4,0,12.9684880961,77.685430095,14,,Bangalore,Phimenes flavopictus,Phimenes flavopictus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Phimenes,,Phimenes flavopictus,,,,,Vijnana Nagar
81527588,2021-06-04,2021-06-04 05:35:40 UTC,3248328,,research,2,0,13.065008,77.647932,,,Bangalore,Ropalidia marginata marginata,Ropalidia marginata marginata,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia marginata,,Ropalidia marginata marginata,,,Horamavu
81982896,2021-06-07,2021-06-07 03:20:03 UTC,258303,Subbu Ramanathan,research,3,0,12.8789144792,77.5296659768,322,,Bangalore,Ropalidia marginata,Ropalidia marginata,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia marginata,,,,,Hemmigepura
82253548,2021-06-09,2021-06-09 04:41:00 UTC,4485968,,research,3,0,12.9149974507,77.5570399819,4,,Bangalore,Ropalidia marginata,Ropalidia marginata,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia marginata,,,,,Padmanabha Nagar
82380969,2021-06-10,2021-06-10 03:12:38 UTC,3114985,,research,3,0,12.968495,77.685455,15,,Bangalore,Phimenes flavopictus,Phimenes flavopictus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Phimenes,,Phimenes flavopictus,,,,,Vijnana Nagar
82657560,2021-06-12,2021-06-12 10:26:47 UTC,4060193,DHARANI C L,research,3,0,13.0268952404,77.6407600567,1110,,Bangalore,Ropalidia marginata,Ropalidia marginata,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia marginata,,,,,Challakere
82808450,2021-06-13,2021-06-13 08:36:01 UTC,3248328,,research,1,0,13.065021,77.648005,,,Bangalore,Rhynchium brunneum,Rhynchium brunneum,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Rhynchium,,Rhynchium brunneum,,,,,Horamavu
84144942,2021-06-23,2021-06-23 04:19:19 UTC,258303,Subbu Ramanathan,research,3,0,12.8787605694,77.5301890917,,,Bangalore,Ropalidia marginata,Ropalidia marginata,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia marginata,,,,,Hemmigepura
84272812,2021-06-24,2021-06-24 06:00:33 UTC,2801703,Vaidya R,research,3,0,12.9672360114,77.4984420463,930,,Bangalore,Delta conoideum,Delta conoideum,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Delta,,Delta conoideum,,,,,Malathalli
84532774,2021-06-26,2021-06-26 08:27:13 UTC,258303,Subbu Ramanathan,research,3,0,12.878873624,77.5292022899,371,,Bangalore,Ropalidia marginata,Ropalidia marginata,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia marginata,,,,,Hemmigepura
84665418,2021-06-26,2021-06-26 10:39:00 UTC,2025878,Ashwin Viswanathan,research,1,0,13.0674229722,77.5723129722,,,Bangalore,Ropalidia jacobsoni,Ropalidia jacobsoni,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia jacobsoni,,,,,Byatarayanapura
85558158,2021-04-17,2021-04-17 04:15:14 UTC,3499025,Naveen Iyer,research,2,0,12.8818498272,77.5271644816,307,,Bangalore,Okinawa Mud Wasp,Delta esuriens,Okinawa Mud Wasp,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Delta,,Delta esuriens,,,,,Hemmigepura
85616840,2021-07-04,2021-07-04 11:25:00 UTC,258303,Subbu Ramanathan,research,2,0,12.878924,77.5300912,249,,Bangalore,Ropalidia marginata,Ropalidia marginata,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia marginata,,,,,Hemmigepura
85730238,2021-07-05,2021-07-05 04:51:06 UTC,2468551,Chandu Bandi,research,2,0,12.9067895815,77.6772005484,11,,Bangalore,Ropalidia marginata,Ropalidia marginata,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia marginata,,,,,Bellanduru
86718008,2021-07-11,2021-07-11 16:21:00 UTC,657825,Vasudeesha Hosabettu,research,2,0,12.8949004,77.5936259,209,,Bangalore,黃腰胡蜂,Vespa affinis,Lesser Banded Hornet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,,,Vespa,,Vespa affinis,,,,,Bilekhalli
87382465,2021-07-17,2021-07-17 06:56:34 UTC,3833295,Anuraag Jonnalagadda,research,1,0,12.8964335612,77.6015646011,240,,Bangalore,熱帶胡蜂,Vespa tropica,Greater Banded Hornet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,,,Vespa,,Vespa tropica,,,,,Bilekhalli
87966493,2021-07-21,2021-07-21 06:29:00 UTC,258303,Subbu Ramanathan,research,1,0,12.8785265591,77.529983912,253,,Bangalore,熱帶胡蜂,Vespa tropica,Greater Banded Hornet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,,,Vespa,,Vespa tropica,,,,,Hemmigepura
87997335,2021-07-21,2021-07-21 10:25:00 UTC,4459882,Praveen T,research,2,0,12.9183126,77.680097,384,,Bangalore,Ropalidia marginata,Ropalidia marginata,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia marginata,,,,,Varthuru
88362129,2021-07-24,2021-07-24 05:12:55 UTC,2468551,Chandu Bandi,research,1,0,12.9066503333,77.6762051389,,,Bangalore,熱帶胡蜂,Vespa tropica,Greater Banded Hornet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,,,Vespa,,Vespa tropica,,,,,Bellanduru
88384499,2021-07-21,2021-07-21 03:00:00 UTC,4485968,,research,1,0,12.902794259,77.6116599627,15,,Bangalore,熱帶胡蜂,Vespa tropica,Greater Banded Hornet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,,,Vespa,,Vespa tropica,,,,,Kodichikkanahalli
88548167,2021-07-25,2021-07-25 11:43:40 UTC,3997652,Lochana R,research,2,0,12.9155340844,77.5626584888,638,,Bangalore,Ropalidia variegata,Ropalidia variegata,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia variegata,,,,,Kumaraswamy Layout
88935100,2021-07-13,2021-07-13 06:45:00 UTC,4033385,,research,1,0,12.95935,77.6509861111,49,,Bangalore,熱帶胡蜂,Vespa tropica,Greater Banded Hornet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,,,Vespa,,Vespa tropica,,,,,Konena Agrahara
88939238,2021-02-13,2021-02-13 04:14:00 UTC,4033385,,research,1,0,12.9585138889,77.6512611111,18,,Bangalore,Tropical Paper Wasp,Polistes stigma,Tropical Paper Wasp,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Polistini,,Polistes,,Polistes stigma,,,,,Konena Agrahara
89041175,2021-07-29,2021-07-29 04:39:46 UTC,258303,Subbu Ramanathan,research,3,0,12.8791148331,77.5299033523,245,,Bangalore,Ropalidia marginata,Ropalidia marginata,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia marginata,,,,,Hemmigepura
89454017,2021-08-01,2021-08-01 09:34:04 UTC,423960,Sudhanva Jahagirdar,research,2,0,12.898585,77.5490669722,,,Bangalore,Ropalidia marginata,Ropalidia marginata,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia marginata,,,,,Vasanthpura
90229889,2021-08-07,2021-08-07 04:42:00 UTC,4459882,Praveen T,research,1,0,12.9690232,77.6898133,205,,Bangalore,黃腰胡蜂,Vespa affinis,Lesser Banded Hornet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,,,Vespa,,Vespa affinis,,,,,Dodda Nekkundi
90229890,2021-08-07,2021-08-07 04:44:00 UTC,4459882,Praveen T,research,1,0,12.9690232,77.6898133,205,,Bangalore,黃腰胡蜂,Vespa affinis,Lesser Banded Hornet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,,,Vespa,,Vespa affinis,,,,,Dodda Nekkundi
90245083,2021-08-07,2021-08-07 09:08:00 UTC,4459882,Praveen T,research,1,0,12.9690232,77.6898133,205,,Bangalore,Phimenes flavopictus flavopictus,Phimenes flavopictus flavopictus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Phimenes,,Phimenes flavopictus,,Phimenes flavopictus flavopictus,,,Dodda Nekkundi
