id,observed_on,time_observed_at,user_id,user_name,quality_grade,num_identification_agreements,num_identification_disagreements,latitude,longitude,positional_accuracy,place_town_name,place_county_name,species_guess,scientific_name,common_name,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name,ward_name,name_en
57431032,2020-08-24,,3328515,,research,3,1,13.112093587,77.5778052412,31,,Bangalore,Sceliphron madraspatanum,Sceliphron madraspatanum,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Sphecidae,Sceliphrinae,,Sceliphrini,,Sceliphron,,Sceliphron madraspatanum,,,,,,Atturu
57431033,2020-08-24,,3328515,,needs_id,2,0,13.112093587,77.5778052412,31,,Bangalore,Zonamegilla,Zonamegilla,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Anthophorini,,Amegilla,,,,,,,,Atturu
57442389,2020-08-23,2020-08-23 12:08:14 UTC,1097231,Rajesh Balakrishnan,needs_id,1,0,12.9901508706,77.6624017954,526,,Bangalore,Crabronid Wasps,Philanthus,Beewolves,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Philanthinae,,Philanthini,Philanthina,Philanthus,,,,,,,,C V Raman Nagar
57522266,2020-08-25,2020-08-25 04:08:28 UTC,3301493,Sriram Ranganathan,research,2,0,12.864314363,77.5212750211,263,,Bangalore,Indian Honey Bee,Apis cerana indica,Indian Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis cerana,,Apis cerana indica,,,,Hemmigepura
57524319,2020-08-23,2020-08-23 04:20:39 UTC,1994084,Subhadra Devi,needs_id,4,0,13.0873669713,77.6099351048,698,,Bangalore,Blood Bees,Sphecodes,Blood Bees,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,,Halictini,Sphecodina,Sphecodes,,,,,,,,Jakkuru
57624876,2020-08-26,2020-08-26 09:36:46 UTC,3301493,Sriram Ranganathan,needs_id,1,0,12.8160487422,77.6793811843,4208,,Bangalore,Small Carpenter Bees,Pithitis,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Ceratinini,,Ceratina,,,,,,,,
57625575,2020-08-26,2020-08-26 02:36:24 UTC,3301493,Sriram Ranganathan,needs_id,1,0,12.8655969612,77.5217172503,1052,,Bangalore,Liris,Liris subtessellatus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Crabroninae,,Larrini,Larrina,Liris,,Liris subtessellatus,,,,,,Hemmigepura
57697128,2020-08-27,2020-08-27 01:35:37 UTC,3238408,Bhawna Nayak,needs_id,3,0,12.887170811,77.6971204211,357,,Bangalore,Koptortosoma,Koptortosoma,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,,,,,,,
57697144,2020-08-27,2020-08-27 01:35:37 UTC,3238408,Bhawna Nayak,needs_id,3,0,12.8873085578,77.6974366165,10,,Bangalore,Large Carpenter Bees,Koptortosoma,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,,,,,,,
57799483,2020-08-28,2020-08-28 03:00:33 UTC,3268573,Aswathy Narayanan,research,3,1,13.0681925,77.6100907,60,,Bangalore,Amegilla violacea,Amegilla violacea,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Anthophorini,,Amegilla,,Amegilla violacea,,,,,,Jakkuru
57817630,2020-08-28,2020-08-28 02:28:53 UTC,3301493,Sriram Ranganathan,research,2,0,12.8655969612,77.5217172503,1052,,Bangalore,Slender-scaped Carpenter Bee,Xylocopa tenuiscapa,Slender-scaped Carpenter Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa tenuiscapa,,,,,,Hemmigepura
57898196,2020-08-29,2020-08-29 06:09:26 UTC,3268573,Aswathy Narayanan,needs_id,5,0,13.0690906,77.6121975,13,,Bangalore,Large Carpenter Bees,Xylocopa,Large Carpenter Bees,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,,,,,,,Jakkuru
57898596,2020-08-29,2020-08-29 06:16:58 UTC,3248357,,needs_id,6,0,13.0690728522,77.6126810555,245,,Bangalore,Large Carpenter Bees,Xylocopa,Large Carpenter Bees,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,,,,,,,Jakkuru
57933979,2020-08-29,2020-08-29 07:21:00 UTC,2468551,Chandu Bandi,needs_id,1,0,12.9122107865,77.6738323243,8,,Bangalore,Thread-waisted Sand Wasps,Ammophila,Thread-waisted Sand Wasps,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Sphecidae,Ammophilinae,,Ammophilini,,Ammophila,,,,,,,,Bellanduru
58132050,2020-08-31,2020-08-31 08:43:27 UTC,3301493,Sriram Ranganathan,needs_id,3,1,12.8160487422,77.6793811843,4208,,Bangalore,Rhopalomelissa,Rhopalomelissa,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Nomiinae,,,,Lipotriches,,,,,,,,
58177086,2020-08-24,2020-08-24 05:40:00 UTC,2025878,Ashwin Viswanathan,needs_id,2,0,13.0673704039,77.5723261759,12,,Bangalore,Hoplonomia,Hoplonomia,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Nomiinae,,,,Nomia,,,,,,,,Byatarayanapura
58177094,2020-08-25,2020-08-25 08:30:00 UTC,2025878,Ashwin Viswanathan,needs_id,5,0,13.0673704039,77.5723261759,12,,Bangalore,Zonamegilla,Zonamegilla,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Anthophorini,,Amegilla,,,,,,,,Byatarayanapura
58177095,2020-08-27,2020-08-27 04:06:00 UTC,2025878,Ashwin Viswanathan,research,2,0,13.0673704039,77.5723261759,12,,Bangalore,Xylocopa ruficornis,Xylocopa ruficornis,Yellow-headed Carpenter,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa ruficornis,,,,,,Byatarayanapura
58177099,2020-08-28,2020-08-28 17:13:00 UTC,2025878,Ashwin Viswanathan,needs_id,3,0,13.0673704039,77.5723261759,12,,Bangalore,"Leafcutter, Mortar, and Resin Bees",Megachile,"Leafcutter, Mortar, and Resin Bees",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,,Megachilini,,Megachile,,,,,,,,Byatarayanapura
58226279,2020-09-01,2020-09-01 08:58:01 UTC,3301493,Sriram Ranganathan,needs_id,1,0,12.8160487422,77.6793811843,4208,,Bangalore,Liris,Liris aurulentus,Golden Cricket Wasp,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Crabroninae,,Larrini,Larrina,Liris,,Liris aurulentus,,,,,,
58314683,2020-09-02,2020-09-02 02:19:07 UTC,3301493,Sriram Ranganathan,research,2,0,12.8595277691,77.5102511421,263,,Bangalore,Indian Honey Bee,Apis cerana indica,Indian Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis cerana,,Apis cerana indica,,,,
58397254,2020-09-03,2020-09-03 02:22:41 UTC,3301493,Sriram Ranganathan,research,2,0,12.8655969612,77.5217172503,1052,,Bangalore,Sceliphron madraspatanum,Sceliphron madraspatanum,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Sphecidae,Sceliphrinae,,Sceliphrini,,Sceliphron,,Sceliphron madraspatanum,,,,,,Hemmigepura
58398633,2020-09-02,2020-09-02 05:56:00 UTC,862610,Hareesha A S,research,7,0,13.0805107191,77.5751033268,381,,Bangalore,Red Dwarf-Honey bee,Apis florea,Red Dwarf Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis florea,,,,,,Byatarayanapura
58398638,2020-09-02,2020-09-02 06:01:00 UTC,862610,Hareesha A S,research,7,0,13.0805107191,77.5751033268,381,,Bangalore,Red Dwarf-Honey bee,Apis florea,Red Dwarf Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis florea,,,,,,Byatarayanapura
58476076,2020-09-04,2020-09-04 02:32:05 UTC,3490353,,needs_id,3,0,13.0675780833,77.5727678889,,,Bangalore,Zonamegilla,Zonamegilla,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Anthophorini,,Amegilla,,,,,,,,Byatarayanapura
58483508,2020-09-04,2020-09-04 02:42:27 UTC,202610,Bijoy Venugopal,research,3,0,12.916575,77.67873333,14,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,,,Varthuru
58485017,2020-09-04,2020-09-04 05:38:13 UTC,3527453,Aneesh N R,research,3,0,13.108855,77.6066465833,,,Bangalore,Woolly Wall Bee,Megachile lanata,Woolly Wall Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,,Megachilini,,Megachile,,Megachile lanata,,,,,,Kempegowda Ward
58496213,2020-09-04,2020-09-04 12:03:24 UTC,2801703,Vaidya R,needs_id,2,0,12.9663697213,77.5475511798,,,Bangalore,Tetragonula,Tetragonula,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Meliponini,,Tetragonula,,,,,,,,Hosahalli
58569319,2020-09-05,2020-09-05 02:18:30 UTC,3301493,Sriram Ranganathan,research,3,0,12.8655969612,77.5217172503,1052,,Bangalore,Slender-scaped Carpenter Bee,Xylocopa tenuiscapa,Slender-scaped Carpenter Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa tenuiscapa,,,,,,Hemmigepura
58592899,2020-09-05,,3527186,Madhumithran M,research,3,0,12.8518042972,77.5194725064,212,,Bangalore,Slender-scaped Carpenter Bee,Xylocopa tenuiscapa,Slender-scaped Carpenter Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa tenuiscapa,,,,,,
58703519,2020-09-06,2020-09-06 05:39:00 UTC,258303,Subbu Ramanathan,needs_id,4,0,12.8789462,77.5297793,202,,Bangalore,Zonamegilla,Zonamegilla,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Anthophorini,,Amegilla,,,,,,,,Hemmigepura
58704502,2020-09-06,2020-09-06 14:30:00 UTC,3527186,Madhumithran M,research,3,0,12.8888571482,77.577015286,212,,Bangalore,Indian Honey Bee,Apis cerana indica,Indian Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis cerana,,Apis cerana indica,,,,RBI layout
58822363,2020-09-07,2020-09-07 10:38:24 UTC,3248328,,research,2,0,13.0657126268,77.6477210596,31,,Bangalore,Xylocopa ruficornis,Xylocopa ruficornis,Yellow-headed Carpenter,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa ruficornis,,,,,,Horamavu
58823758,2020-09-07,2020-09-07 11:05:00 UTC,622853,Dhruthi Somesh,needs_id,1,0,12.9370712,77.5859861,209,,Bangalore,Ampulex,Ampulex compressa,Emerald Cockroach Wasp,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Ampulicidae,Ampulicinae,,Ampulicini,,Ampulex,,Ampulex compressa,,,,,,Vishveshwara Puram
58833327,2020-09-07,2020-09-07 12:28:00 UTC,3527186,Madhumithran M,needs_id,3,0,12.8861274604,77.5789464762,212,,Bangalore,Lasioglossum,Lasioglossum,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,,Halictini,Halictina,Lasioglossum,,,,,,,,RBI layout
58931820,2020-09-08,2020-09-08 05:04:29 UTC,3248328,,needs_id,3,0,13.0656659236,77.6477693394,24,,Bangalore,Zonamegilla,Zonamegilla,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Anthophorini,,Amegilla,,,,,,,,Horamavu
58946599,2020-09-07,2020-09-07 03:56:13 UTC,63135,Suhel Quader,research,2,0,13.0690925833,77.5780331944,,,Bangalore,Sceliphron madraspatanum,Sceliphron madraspatanum,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Sphecidae,Sceliphrinae,,Sceliphrini,,Sceliphron,,Sceliphron madraspatanum,,,,,,Byatarayanapura
58961379,2020-09-08,2020-09-08 02:57:21 UTC,2468551,Chandu Bandi,needs_id,4,0,12.9067000368,77.6772156358,17,,Bangalore,Beewolves,Philanthus,Beewolves,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Philanthinae,,Philanthini,Philanthina,Philanthus,,,,,,,,Bellanduru
59021550,2020-09-08,2020-09-08 11:32:55 UTC,862610,Hareesha A S,research,3,1,13.0791961389,77.5766110278,,,Bangalore,Isodontia edax,Isodontia edax,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Sphecidae,Sphecinae,,Sphecini,,Isodontia,,Isodontia edax,,,,,,Byatarayanapura
59114735,2020-09-10,2020-09-10 05:13:00 UTC,862610,Hareesha A S,research,2,0,13.0762259921,77.5761064742,46,,Bangalore,Indian Honey Bee,Apis cerana indica,Indian Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis cerana,,Apis cerana indica,,,,Byatarayanapura
59114738,2020-09-10,2020-09-10 04:11:00 UTC,862610,Hareesha A S,research,4,0,13.0762259921,77.5761064742,46,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,,,Byatarayanapura
59129231,2020-05-26,2020-05-26 11:51:00 UTC,862610,Hareesha A S,research,5,0,13.0759490236,77.5758221575,8,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,,,Byatarayanapura
59129771,2020-05-27,2020-05-27 03:29:00 UTC,862610,Hareesha A S,research,6,0,13.0759586942,77.5758381571,15,,Bangalore,Red Dwarf-Honey bee,Apis florea,Red Dwarf Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis florea,,,,,,Byatarayanapura
59140751,2020-05-26,2020-05-26 14:52:00 UTC,862610,Hareesha A S,research,6,0,13.0759666653,77.5758124811,8,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,,,Byatarayanapura
59142662,2020-09-10,2020-09-10 10:34:00 UTC,862610,Hareesha A S,needs_id,2,0,13.080523023,77.5749274034,326,,Bangalore,Sand-Loving Wasps,Tachytes,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Crabroninae,,Larrini,Gastrosericina,Tachytes,,,,,,,,Byatarayanapura
59142673,2020-09-10,2020-09-10 10:45:00 UTC,862610,Hareesha A S,needs_id,2,0,13.080523023,77.5749274034,326,,Bangalore,Sand-Loving Wasps,Tachytes,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Crabroninae,,Larrini,Gastrosericina,Tachytes,,,,,,,,Byatarayanapura
59196341,2020-05-23,2020-05-23 05:11:00 UTC,3345946,Hayath Mohammed,needs_id,5,0,12.9715987,77.5945627,38456,,Bangalore,Cloak-and-Dagger Bees,Thyreus,Cloak-and-Dagger Bees,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Melectini,,Thyreus,,,,,,,,Ashok Nagar
59308389,2020-08-08,2020-08-08 02:30:13 UTC,1097231,Rajesh Balakrishnan,research,4,0,12.9901508706,77.6624017954,526,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,,,C V Raman Nagar
59308474,2020-08-08,2020-08-08 02:31:43 UTC,1097231,Rajesh Balakrishnan,needs_id,4,0,12.9901508706,77.6624017954,526,,Bangalore,Lasioglossum,Lasioglossum,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,,Halictini,Halictina,Lasioglossum,,,,,,,,C V Raman Nagar
59655084,2020-09-15,2020-09-15 04:05:06 UTC,862610,Hareesha A S,needs_id,3,0,13.0764565,77.5761194444,,,Bangalore,Zonamegilla,Zonamegilla,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Anthophorini,,Amegilla,,,,,,,,Byatarayanapura
59664486,2020-09-15,2020-09-15 02:02:45 UTC,3301493,Sriram Ranganathan,research,3,0,12.8655969612,77.5217172503,1052,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,,,Hemmigepura
59762625,2020-09-16,2020-09-16 10:20:18 UTC,3301493,Sriram Ranganathan,needs_id,2,0,12.8160487422,77.6793811843,4208,,Bangalore,Pemphredonini,Pemphredonini,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Pemphredoninae,,Pemphredonini,,,,,,,,,,
60061591,2020-09-18,2020-09-18 10:15:00 UTC,862610,Hareesha A S,needs_id,1,0,13.0808242296,77.574395229,248,,Bangalore,Liris,Liris subtessellatus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Crabroninae,,Larrini,Larrina,Liris,,Liris subtessellatus,,,,,,Byatarayanapura
60162992,2020-09-20,2020-09-20 03:24:19 UTC,3301493,Sriram Ranganathan,needs_id,3,1,12.8572501498,77.5089110434,2104,,Bangalore,Pithitis,Pithitis,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Ceratinini,,Ceratina,,,,,,,,
60305152,2020-09-20,2020-09-20 10:54:00 UTC,3345946,Hayath Mohammed,needs_id,2,0,12.9909705945,77.5945627,3906,,Bangalore,Rhopalomelissa,Rhopalomelissa,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Nomiinae,,,,Lipotriches,,,,,,,,Vasanthnagar
60305178,2020-09-20,2020-09-20 10:54:00 UTC,3345946,Hayath Mohammed,research,2,0,13.044490512,77.5835763719,3906,,Bangalore,Sceliphron madraspatanum,Sceliphron madraspatanum,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Sphecidae,Sceliphrinae,,Sceliphrini,,Sceliphron,,Sceliphron madraspatanum,,,,,,Hebbal Kempapura
60324357,2020-05-07,2020-05-07 14:27:00 UTC,572465,,research,2,1,12.8938696464,77.5389085614,684,,Bangalore,Trirogma caerulea,Trirogma caerulea,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Ampulicidae,Ampulicinae,,Ampulicini,,Trirogma,,Trirogma caerulea,,,,,,Subrahmanyapura
60333362,2020-09-20,2020-09-20 12:18:35 UTC,1097231,Rajesh Balakrishnan,needs_id,1,0,12.9901508706,77.6624017954,526,,Bangalore,Nomiine Bees,Nomia,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Nomiinae,,,,Nomia,,,,,,,,C V Raman Nagar
60434412,2020-09-22,2020-09-22 03:50:36 UTC,526816,,needs_id,1,0,12.9229352019,77.5827529281,33,,Bangalore,"Leafcutter, Mortar, and Resin Bees",Aethomegachile,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,,Megachilini,,Megachile,,,,,,,,Shakambari Nagar
60510427,2020-09-23,2020-09-23 05:01:24 UTC,700759,Vena Kapoor,needs_id,5,0,13.1899472362,77.6436186209,370,,Bangalore,Coelioxys ramakrishnae,Coelioxys,Sharptail Bees,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,,Megachilini,,Coelioxys,,,,,,,,
60679396,2020-09-25,2020-09-25 01:47:50 UTC,3490353,,research,3,0,13.0667287222,77.5774327222,,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,,,Byatarayanapura
60690566,2020-09-25,2020-09-25 05:34:35 UTC,2232056,Sumathi Bhaskaran,research,2,0,12.9891645734,77.6624426991,352,"CV Raman Nagar, Bangalore",Bangalore,Slender-scaped Carpenter Bee,Xylocopa tenuiscapa,Slender-scaped Carpenter Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa tenuiscapa,,,,,,C V Raman Nagar
60693342,2020-09-25,2020-09-25 02:19:40 UTC,3301493,Sriram Ranganathan,research,6,0,12.8655969612,77.5217172503,1052,,Bangalore,Red Dwarf-Honey bee,Apis florea,Red Dwarf Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis florea,,,,,,Hemmigepura
60798006,2020-09-26,2020-09-26 06:49:26 UTC,100735,Chandan Pandey,research,3,0,13.0125478099,77.6476295292,17,,Bangalore,Emerald Cockroach Wasp,Ampulex compressa,Emerald Cockroach Wasp,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Ampulicidae,Ampulicinae,,Ampulicini,,Ampulex,,Ampulex compressa,,,,,,Banasavadi
60843265,2020-09-26,2020-09-26 12:08:54 UTC,3301493,Sriram Ranganathan,needs_id,3,0,12.8160487422,77.6793811843,4208,,Bangalore,Lasioglossum,Lasioglossum,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,,Halictini,Halictina,Lasioglossum,,,,,,,,
60916399,2020-09-06,2020-09-06 08:12:00 UTC,2025878,Ashwin Viswanathan,needs_id,3,0,13.0673704039,77.5723261759,12,,Bangalore,Ceratinidia,Ceratinidia,Striped Small Carpenter Bees,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Ceratinini,,Ceratina,,,,,,,,Byatarayanapura
60916425,2020-09-07,2020-09-07 04:46:00 UTC,2025878,Ashwin Viswanathan,needs_id,2,0,13.0673704039,77.5723261759,12,,Bangalore,Aethomegachile,Aethomegachile,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,,Megachilini,,Megachile,,,,,,,,Byatarayanapura
60933513,2020-09-27,2020-09-27 07:11:41 UTC,3223071,Deepti Bhat,needs_id,3,0,12.8182311422,77.4634564688,214,,Bangalore,"Leafcutter, Mortar, and Resin Bees",Megachile,"Leafcutter, Mortar, and Resin Bees",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,,Megachilini,,Megachile,,,,,,,,
60936777,2020-09-27,2020-09-27 03:34:00 UTC,258303,Subbu Ramanathan,research,2,0,12.8744057,77.5216542,283,,Bangalore,Slender-scaped Carpenter Bee,Xylocopa tenuiscapa,Slender-scaped Carpenter Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa tenuiscapa,,,,,,Hemmigepura
60946804,2020-09-11,2020-09-11 05:15:00 UTC,2025878,Ashwin Viswanathan,needs_id,2,0,13.0673704039,77.5723261759,12,,Bangalore,Typical Weevil Wasps,Cerceris,Typical Weevil Wasps and Allies,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Philanthinae,,Cercerini,,Cerceris,,,,,,,,Byatarayanapura
